time,event,x
0.17697866166849724,1,-1
0.8743968588656823,1,-0.97894736842105268
1.4383184376971181,0,-0.95789473684210524
0.55864586406752426,1,-0.93684210526315792
1.1053500767189561,1,-0.91578947368421049
1.5611611855348495,0,-0.89473684210526316
0.78358534349831932,1,-0.87368421052631584
1.3910708737443926,1,-0.85263157894736841
0.4020476783695402,1,-0.83157894736842108
1.0102026513145823,1,-0.81052631578947365
1.3867958133279377,0,-0.78947368421052633
0.68009437695804542,1,-0.76842105263157889
1.2708184195415311,1,-0.74736842105263157
1.6334935836562692,0,-0.72631578947368425
0.91431341515611375,1,-0.70526315789473681
1.6085765186964234,1,-0.68421052631578949
0.54678280702860593,1,-0.66315789473684217
1.1636709692487477,1,-0.64210526315789473
1.4645468075288668,0,-0.6210526315789473
0.81011213659568115,1,-0.60000000000000009
1.4620641929244715,1,-0.57894736842105265
0.2927280888782558,1,-0.55789473684210522
1.0600665400242604,1,-0.5368421052631579
1.5367929822119371,0,-0.51578947368421058
0.6858204184108716,1,-0.49473684210526314
1.3383487941567114,1,-0.47368421052631582
1.6283671673432927,0,-0.45263157894736838
0.95217378507289852,1,-0.43157894736842106
1.6655699141142779,0,-0.41052631578947374
0.50934646962058583,1,-0.38947368421052631
1.2238401621019848,1,-0.36842105263157898
1.4670132132166214,0,-0.34736842105263155
0.83045787537198623,1,-0.32631578947368423
1.4684496174717441,0,-0.3052631578947369
1.7267761415979177,0,-0.28421052631578947
1.1093797624294697,1,-0.26315789473684215
1.7261062283953195,0,-0.24210526315789471
0.67647979854120588,1,-0.22105263157894739
1.4091750615289731,1,-0.20000000000000007
1.5282537877729823,0,-0.17894736842105263
0.98608488197887922,1,-0.15789473684210531
1.5644932287005502,0,-0.13684210526315788
0.41043934161508377,1,-0.11578947368421055
1.2849449005221945,1,-0.09473684210526323
1.6424349554043549,0,-0.073684210526315796
0.84081935836702615,1,-0.052631578947368474
1.6140420672316205,0,-0.03157894736842104
1.6964975129420947,0,-0.010526315789473717
1.1566343182044745,1,0.010526315789473717
1.738961825847904,0,0.031578947368420929
0.6405376383023319,1,0.052631578947368363
1.4825017056850471,1,0.073684210526315796
1.5551949996293115,0,0.09473684210526323
1.0132935350910031,1,0.11578947368421044
1.5510316845955199,0,0.13684210526315788
1.8212925451924371,0,0.15789473684210531
1.3457492516431753,1,0.17894736842105252
1.827415287663988,0,0.19999999999999996
0.83492361553636929,1,0.22105263157894739
1.7063846604916284,1,0.2421052631578946
1.5972158574241544,0,0.26315789473684204
1.1997061286671398,1,0.28421052631578947
1.6310842077949366,0,0.3052631578947369
0.54705268712800503,1,0.32631578947368411
1.55728735466268,1,0.34736842105263155
1.7551287001849882,0,0.36842105263157898
1.0296310481630075,1,0.38947368421052619
1.7247588191964629,0,0.41052631578947363
1.7660305311543929,0,0.43157894736842106
1.4045503580299894,1,0.4526315789473685
1.8130941748697869,0,0.47368421052631571
0.80104262046651542,1,0.49473684210526314
1.7956630592292375,1,0.51578947368421058
1.6519611555365605,0,0.53684210526315779
1.235529705684667,1,0.55789473684210522
1.6418791053904067,0,0.57894736842105265
1.9166620029818708,0,0.59999999999999987
1.6321291889632479,1,0.6210526315789473
1.9304116199985808,0,0.64210526315789473
1.0283689361911943,1,0.66315789473684217
1.9319235477783854,0,0.68421052631578938
1.6723103591720556,0,0.70526315789473681
1.4589614001849969,1,0.72631578947368425
1.7028212646846219,0,0.74736842105263146
0.71095218974400343,1,0.76842105263157889
1.7419423769753128,0,0.78947368421052633
1.8746262307551975,0,0.81052631578947354
1.2595178640032814,1,0.83157894736842097
1.8433277101087073,0,0.85263157894736841
1.8375751465607972,0,0.87368421052631584
1.7051022977377313,1,0.89473684210526305
1.8883926870987722,0,0.91578947368421049
0.99740647856114317,1,0.93684210526315792
1.9367460661164215,0,0.95789473684210513
1.7578807970464632,0,0.97894736842105257
1.5055615483083589,1,1
